year,asylum_iso3,origin_iso3,country_asylum,country_origin,refugees_in,asylum_seekers_in,total_displaced_in,idps,stateless
2023,GTM,ARG,Guatemala,Argentina,0,6,6,0,0
2023,GTM,BRA,Guatemala,Brazil,0,5,5,0,0
2023,GTM,CMR,Guatemala,Cameroon,0,19,19,0,0
2023,GTM,COL,Guatemala,Colombia,10,62,72,0,0
2023,GTM,CUB,Guatemala,Cuba,12,99,111,0,0
2023,GTM,DOM,Guatemala,Dominican Republic,0,5,5,0,0
2023,GTM,ECU,Guatemala,Ecuador,0,7,7,0,0
2023,GTM,GTM,Guatemala,Guatemala,0,0,0,0,0
2023,GTM,HTI,Guatemala,Haiti,0,0,0,0,0
2023,GTM,HND,Guatemala,Honduras,226,677,903,0,0
2023,GTM,MEX,Guatemala,Mexico,5,33,38,0,0
2023,GTM,NIC,Guatemala,Nicaragua,167,344,511,0,0
2023,GTM,NGA,Guatemala,Nigeria,0,5,5,0,0
2023,GTM,PAK,Guatemala,Pakistan,0,5,5,0,0
2023,GTM,POL,Guatemala,Poland,0,5,5,0,0
2023,GTM,RUS,Guatemala,Russian Federation,5,5,10,0,0
2023,GTM,SLV,Guatemala,El Salvador,469,455,924,0,0
2023,GTM,UKR,Guatemala,Ukraine,0,5,5,0,0
2023,GTM,USA,Guatemala,United States of America,0,7,7,0,0
2023,GTM,VEN,Guatemala,Venezuela,95,307,402,0,0
2022,GTM,BRA,Guatemala,Brazil,0,6,6,0,0
2022,GTM,COG,Guatemala,Congo,0,5,5,0,0
2022,GTM,COL,Guatemala,Colombia,10,27,37,0,0
2022,GTM,CUB,Guatemala,Cuba,12,17,29,0,0
2022,GTM,ECU,Guatemala,Ecuador,0,5,5,0,0
2022,GTM,GTM,Guatemala,Guatemala,0,0,0,0,0
2022,GTM,HTI,Guatemala,Haiti,0,5,5,0,0
2022,GTM,HND,Guatemala,Honduras,145,539,684,0,0
2022,GTM,MEX,Guatemala,Mexico,0,11,11,0,0
2022,GTM,NIC,Guatemala,Nicaragua,104,248,352,0,0
2022,GTM,PAK,Guatemala,Pakistan,0,5,5,0,0
2022,GTM,RUS,Guatemala,Russian Federation,5,0,5,0,0
2022,GTM,SLV,Guatemala,El Salvador,366,475,841,0,0
2022,GTM,UKR,Guatemala,Ukraine,0,5,5,0,0
2022,GTM,USA,Guatemala,United States of America,0,5,5,0,0
2022,GTM,VEN,Guatemala,Venezuela,59,166,225,0,0
2019,GUY,CUB,Guyana,Cuba,9,57,66,0,0
2019,GUY,PAK,Guyana,Pakistan,5,0,5,0,0
2019,GUY,VEN,Guyana,Venezuela,0,0,0,0,0
2020,GUY,CMR,Guyana,Cameroon,0,5,5,0,0
2020,GUY,CUB,Guyana,Cuba,18,67,85,0,0
2020,GUY,PAK,Guyana,Pakistan,5,0,5,0,0
2020,GUY,VEN,Guyana,Venezuela,0,0,0,0,0
2021,GUY,CMR,Guyana,Cameroon,0,5,5,0,0
2021,GUY,CUB,Guyana,Cuba,40,78,118,0,0
2021,GUY,GUY,Guyana,Guyana,0,0,0,0,0
2021,GUY,HTI,Guyana,Haiti,0,11,11,0,0
2021,GUY,VEN,Guyana,Venezuela,0,0,0,0,0
2024,GUY,AFG,Guyana,Afghanistan,7,0,7,0,0
2024,GUY,CUB,Guyana,Cuba,5,29,34,0,0
2024,GUY,HTI,Guyana,Haiti,15,12,27,0,0
2024,GUY,VEN,Guyana,Venezuela,0,11,11,0,0
2023,GUY,AFG,Guyana,Afghanistan,7,0,7,0,0
2023,GUY,CUB,Guyana,Cuba,5,37,42,0,0
2023,GUY,HTI,Guyana,Haiti,15,11,26,0,0
2023,GUY,VEN,Guyana,Venezuela,0,7,7,0,0
2022,GUY,AFG,Guyana,Afghanistan,0,5,5,0,0
2022,GUY,KHM,Guyana,Cambodia,0,5,5,0,0
2022,GUY,CMR,Guyana,Cameroon,0,5,5,0,0
2022,GUY,CUB,Guyana,Cuba,7,128,135,0,0
2022,GUY,GUY,Guyana,Guyana,0,0,0,0,0
2022,GUY,HTI,Guyana,Haiti,5,13,18,0,0
2022,GUY,VEN,Guyana,Venezuela,0,7,7,0,0
2019,HTI,NGA,Haiti,Nigeria,0,5,5,0,0
2020,HTI,NGA,Haiti,Nigeria,0,5,5,0,0
2024,HTI,COD,Haiti,Dem. Rep. of the Congo,0,0,0,0,0
2024,HTI,CUB,Haiti,Cuba,5,0,5,0,0
2024,HTI,HTI,Haiti,Haiti,0,0,0,1037463,0
2023,HTI,COD,Haiti,Dem. Rep. of the Congo,0,0,0,0,0
2023,HTI,HTI,Haiti,Haiti,0,0,0,313901,0
2019,HND,CUB,Honduras,Cuba,0,5,5,0,0
2019,HND,HND,Honduras,Honduras,0,0,0,247090,0
2019,HND,NIC,Honduras,Nicaragua,46,99,145,0,0
2019,HND,SLV,Honduras,El Salvador,22,5,27,0,0
2019,HND,VEN,Honduras,Venezuela,7,0,7,0,0
2020,HND,COL,Honduras,Colombia,0,5,5,0,0
2020,HND,CUB,Honduras,Cuba,0,5,5,0,0
2020,HND,HTI,Honduras,Haiti,0,0,0,0,0
2020,HND,HND,Honduras,Honduras,0,0,0,247090,0
2020,HND,NIC,Honduras,Nicaragua,56,92,148,0,0
2020,HND,SLV,Honduras,El Salvador,22,9,31,0,0
2020,HND,UNK,Honduras,Unknown ,0,0,0,0,0
2020,HND,VEN,Honduras,Venezuela,7,5,12,0,0
2021,HND,CUB,Honduras,Cuba,0,0,0,0,0
2021,HND,HTI,Honduras,Haiti,0,10,10,0,0
2021,HND,HND,Honduras,Honduras,0,0,0,247090,0
2021,HND,MEX,Honduras,Mexico,0,5,5,0,0
2021,HND,NIC,Honduras,Nicaragua,113,68,181,0,0
2021,HND,SLV,Honduras,El Salvador,22,0,22,0,0
2021,HND,UNK,Honduras,Unknown ,0,0,0,0,0
2021,HND,VEN,Honduras,Venezuela,9,16,25,0,0
2024,HND,COL,Honduras,Colombia,5,17,22,0,0
2024,HND,CUB,Honduras,Cuba,5,7,12,0,0
2024,HND,ECU,Honduras,Ecuador,0,0,0,0,0
2024,HND,GTM,Honduras,Guatemala,0,5,5,0,0
2024,HND,HTI,Honduras,Haiti,0,0,0,0,0
2024,HND,HND,Honduras,Honduras,0,0,0,247090,0
2024,HND,MEX,Honduras,Mexico,0,5,5,0,0
2024,HND,NIC,Honduras,Nicaragua,155,44,199,0,0
2024,HND,SLV,Honduras,El Salvador,27,0,27,0,0
2024,HND,UNK,Honduras,Unknown ,0,0,0,0,0
2024,HND,VEN,Honduras,Venezuela,10,61,71,0,0
2023,HND,COL,Honduras,Colombia,5,5,10,0,0
2023,HND,CUB,Honduras,Cuba,0,16,16,0,0
2023,HND,ECU,Honduras,Ecuador,0,0,0,0,0
2023,HND,HTI,Honduras,Haiti,0,0,0,0,0
2023,HND,HND,Honduras,Honduras,0,0,0,247090,0
2023,HND,NIC,Honduras,Nicaragua,142,51,193,0,0
2023,HND,SLV,Honduras,El Salvador,26,5,31,0,0
2023,HND,UNK,Honduras,Unknown ,0,0,0,0,0
2023,HND,VEN,Honduras,Venezuela,9,24,33,0,0
2022,HND,COL,Honduras,Colombia,5,0,5,0,0
2022,HND,CUB,Honduras,Cuba,0,9,9,0,0
2022,HND,ECU,Honduras,Ecuador,0,0,0,0,0
2022,HND,HTI,Honduras,Haiti,0,0,0,0,0
2022,HND,HND,Honduras,Honduras,0,0,0,247090,0
2022,HND,NIC,Honduras,Nicaragua,125,56,181,0,0
2022,HND,SLV,Honduras,El Salvador,26,13,39,0,0
2022,HND,UNK,Honduras,Unknown ,0,0,0,0,0
2022,HND,VEN,Honduras,Venezuela,9,29,38,0,0
2019,JAM,HTI,Jamaica,Haiti,0,5,5,0,0
2019,JAM,VEN,Jamaica,Venezuela,0,0,0,0,0
2020,JAM,HTI,Jamaica,Haiti,27,5,32,0,0
2020,JAM,VEN,Jamaica,Venezuela,0,0,0,0,0
2021,JAM,HTI,Jamaica,Haiti,31,5,36,0,0
2021,JAM,VEN,Jamaica,Venezuela,0,0,0,0,0
2022,JAM,HTI,Jamaica,Haiti,31,0,31,0,0
2022,JAM,VEN,Jamaica,Venezuela,0,0,0,0,0
2019,NIC,COL,Nicaragua,Colombia,6,0,6,0,0
2019,NIC,CUB,Nicaragua,Cuba,15,0,15,0,0
2019,NIC,GTM,Nicaragua,Guatemala,8,0,8,0,0
2019,NIC,HND,Nicaragua,Honduras,74,26,100,0,0
2019,NIC,SLV,Nicaragua,El Salvador,219,100,319,0,0
2020,NIC,COL,Nicaragua,Colombia,6,0,6,0,0
2020,NIC,CUB,Nicaragua,Cuba,14,0,14,0,0
2020,NIC,GTM,Nicaragua,Guatemala,7,0,7,0,0
2020,NIC,HND,Nicaragua,Honduras,74,26,100,0,0
2020,NIC,SLV,Nicaragua,El Salvador,210,100,310,0,0
2020,NIC,UNK,Nicaragua,Unknown ,0,0,0,0,0
2021,NIC,COL,Nicaragua,Colombia,6,0,6,0,0
2021,NIC,CUB,Nicaragua,Cuba,14,0,14,0,0
2021,NIC,GTM,Nicaragua,Guatemala,7,0,7,0,0
2021,NIC,HND,Nicaragua,Honduras,74,26,100,0,0
2021,NIC,SLV,Nicaragua,El Salvador,212,100,312,0,0
2021,NIC,UNK,Nicaragua,Unknown ,0,0,0,0,0
2023,NIC,COL,Nicaragua,Colombia,6,0,6,0,0
2023,NIC,CUB,Nicaragua,Cuba,14,0,14,0,0
2023,NIC,GTM,Nicaragua,Guatemala,7,0,7,0,0
2023,NIC,HND,Nicaragua,Honduras,74,26,100,0,0
2023,NIC,MEX,Nicaragua,Mexico,0,0,0,0,0
2023,NIC,SLV,Nicaragua,El Salvador,210,98,308,0,0
2023,NIC,UNK,Nicaragua,Unknown ,0,0,0,0,0
2022,NIC,COL,Nicaragua,Colombia,6,0,6,0,0
2022,NIC,CUB,Nicaragua,Cuba,14,0,14,0,0
2022,NIC,GTM,Nicaragua,Guatemala,7,0,7,0,0
2022,NIC,HND,Nicaragua,Honduras,74,26,100,0,0
2022,NIC,MEX,Nicaragua,Mexico,0,0,0,0,0
2022,NIC,SLV,Nicaragua,El Salvador,211,98,309,0,0
2022,NIC,UNK,Nicaragua,Unknown ,0,0,0,0,0
2019,PAN,AFG,Panama,Afghanistan,5,6,11,0,0
2019,PAN,ARM,Panama,Armenia,0,5,5,0,0
2019,PAN,BGD,Panama,Bangladesh,0,18,18,0,0
2019,PAN,BLR,Panama,Belarus,7,5,12,0,0
2019,PAN,BRA,Panama,Brazil,0,6,6,0,0
2019,PAN,BIH,Panama,Bosnia and Herzegovina,5,0,5,0,0
2019,PAN,CMR,Panama,Cameroon,9,5,14,0,0
2019,PAN,COD,Panama,Dem. Rep. of the Congo,5,0,5,0,0
2019,PAN,COL,Panama,Colombia,1702,1897,3599,0,0
2019,PAN,CRI,Panama,Costa Rica,0,5,5,0,0
2019,PAN,CUB,Panama,Cuba,120,2662,2782,0,0
2019,PAN,DOM,Panama,Dominican Republic,5,5,10,0,0
2019,PAN,ECU,Panama,Ecuador,0,25,25,0,0
2019,PAN,ERI,Panama,Eritrea,0,39,39,0,0
2019,PAN,GTM,Panama,Guatemala,12,14,26,0,0
2019,PAN,HTI,Panama,Haiti,19,0,19,0,0
2019,PAN,HND,Panama,Honduras,0,114,114,0,0
2019,PAN,HRV,Panama,Croatia,5,0,5,0,0
2019,PAN,CIV,Panama,Cote d'Ivoire,0,5,5,0,0
2019,PAN,IND,Panama,India,0,5,5,0,0
2019,PAN,IRN,Panama,Iran (Islamic Rep. of),5,0,5,0,0
2019,PAN,ITA,Panama,Italy,0,5,5,0,0
2019,PAN,JAM,Panama,Jamaica,0,8,8,0,0
2019,PAN,KEN,Panama,Kenya,0,5,5,0,0
2019,PAN,LBR,Panama,Liberia,5,0,5,0,0
2019,PAN,LKA,Panama,Sri Lanka,0,7,7,0,0
2019,PAN,MEX,Panama,Mexico,6,0,6,0,0
2019,PAN,NPL,Panama,Nepal,0,12,12,0,0
2019,PAN,NIC,Panama,Nicaragua,178,7550,7728,0,0
2019,PAN,NGA,Panama,Nigeria,10,35,45,0,0
2019,PAN,PAK,Panama,Pakistan,0,29,29,0,0
2019,PAN,PER,Panama,Peru,23,5,28,0,0
2019,PAN,SLV,Panama,El Salvador,344,1357,1701,0,0
2019,PAN,SLE,Panama,Sierra Leone,5,0,5,0,0
2019,PAN,SOM,Panama,Somalia,0,103,103,0,0
2019,PAN,SDN,Panama,Sudan,5,0,5,0,0
2019,PAN,SYR,Panama,Syrian Arab Rep.,0,12,12,0,0
2019,PAN,UKR,Panama,Ukraine,0,5,5,0,0
2019,PAN,VEN,Panama,Venezuela,61,3724,3785,0,0
2020,PAN,AFG,Panama,Afghanistan,5,6,11,0,0
2020,PAN,ARM,Panama,Armenia,0,5,5,0,0
2020,PAN,BGD,Panama,Bangladesh,0,15,15,0,0
2020,PAN,BLR,Panama,Belarus,7,0,7,0,0
2020,PAN,BIH,Panama,Bosnia and Herzegovina,5,0,5,0,0
2020,PAN,CMR,Panama,Cameroon,9,5,14,0,0
2020,PAN,COD,Panama,Dem. Rep. of the Congo,5,0,5,0,0
2020,PAN,COL,Panama,Colombia,1698,1114,2812,0,0
2020,PAN,CRI,Panama,Costa Rica,0,5,5,0,0
2020,PAN,CUB,Panama,Cuba,120,2162,2282,0,0
2020,PAN,DOM,Panama,Dominican Republic,5,0,5,0,0
2020,PAN,ECU,Panama,Ecuador,0,17,17,0,0
2020,PAN,ERI,Panama,Eritrea,0,38,38,0,0
2020,PAN,GTM,Panama,Guatemala,12,9,21,0,0
2020,PAN,HTI,Panama,Haiti,19,0,19,0,0
2020,PAN,HND,Panama,Honduras,6,88,94,0,0
2020,PAN,HRV,Panama,Croatia,5,0,5,0,0
2020,PAN,CIV,Panama,Cote d'Ivoire,0,5,5,0,0
2020,PAN,IND,Panama,India,0,5,5,0,0
2020,PAN,IRN,Panama,Iran (Islamic Rep. of),5,0,5,0,0
2020,PAN,ITA,Panama,Italy,0,5,5,0,0
2020,PAN,JAM,Panama,Jamaica,0,5,5,0,0
2020,PAN,LBR,Panama,Liberia,5,0,5,0,0
2020,PAN,LKA,Panama,Sri Lanka,0,7,7,0,0
2020,PAN,MEX,Panama,Mexico,6,0,6,0,0
2020,PAN,NPL,Panama,Nepal,0,14,14,0,0
2020,PAN,NIC,Panama,Nicaragua,179,5662,5841,0,0
2020,PAN,NGA,Panama,Nigeria,10,34,44,0,0
2020,PAN,PAK,Panama,Pakistan,0,17,17,0,0
2020,PAN,PER,Panama,Peru,23,0,23,0,0
2020,PAN,SLV,Panama,El Salvador,363,972,1335,0,0
2020,PAN,SLE,Panama,Sierra Leone,5,0,5,0,0
2020,PAN,SOM,Panama,Somalia,0,101,101,0,0
2020,PAN,SDN,Panama,Sudan,5,0,5,0,0
2020,PAN,UKR,Panama,Ukraine,0,5,5,0,0
2020,PAN,VEN,Panama,Venezuela,65,2596,2661,0,0
2021,PAN,AFG,Panama,Afghanistan,5,6,11,0,0
2021,PAN,ARM,Panama,Armenia,0,5,5,0,0
2021,PAN,BGD,Panama,Bangladesh,0,15,15,0,0
2021,PAN,BLR,Panama,Belarus,7,0,7,0,0
2021,PAN,BIH,Panama,Bosnia and Herzegovina,5,0,5,0,0
2021,PAN,CMR,Panama,Cameroon,9,5,14,0,0
2021,PAN,COD,Panama,Dem. Rep. of the Congo,5,0,5,0,0
2021,PAN,COL,Panama,Colombia,1683,1062,2745,0,0
2021,PAN,CUB,Panama,Cuba,120,1554,1674,0,0
2021,PAN,DOM,Panama,Dominican Republic,5,0,5,0,0
2021,PAN,ECU,Panama,Ecuador,0,15,15,0,0
2021,PAN,ERI,Panama,Eritrea,0,38,38,0,0
2021,PAN,GTM,Panama,Guatemala,12,8,20,0,0
2021,PAN,HTI,Panama,Haiti,19,0,19,0,0
2021,PAN,HND,Panama,Honduras,6,88,94,0,0
2021,PAN,HRV,Panama,Croatia,5,0,5,0,0
2021,PAN,CIV,Panama,Cote d'Ivoire,0,5,5,0,0
2021,PAN,IND,Panama,India,0,7,7,0,0
2021,PAN,IRN,Panama,Iran (Islamic Rep. of),5,0,5,0,0
2021,PAN,ITA,Panama,Italy,0,5,5,0,0
2021,PAN,JAM,Panama,Jamaica,0,5,5,0,0
2021,PAN,LBR,Panama,Liberia,5,0,5,0,0
2021,PAN,LKA,Panama,Sri Lanka,0,7,7,0,0
2021,PAN,MEX,Panama,Mexico,5,0,5,0,0
2021,PAN,NPL,Panama,Nepal,0,14,14,0,0
2021,PAN,NIC,Panama,Nicaragua,179,5230,5409,0,0
2021,PAN,NGA,Panama,Nigeria,10,34,44,0,0
2021,PAN,PAK,Panama,Pakistan,0,16,16,0,0
2021,PAN,PAN,Panama,Panama,0,0,0,0,0
2021,PAN,PER,Panama,Peru,23,0,23,0,0
2021,PAN,SLV,Panama,El Salvador,363,952,1315,0,0
2021,PAN,SLE,Panama,Sierra Leone,5,0,5,0,0
2021,PAN,SOM,Panama,Somalia,0,101,101,0,0
2021,PAN,SDN,Panama,Sudan,5,0,5,0,0
2021,PAN,UKR,Panama,Ukraine,0,5,5,0,0
2021,PAN,VEN,Panama,Venezuela,61,2453,2514,0,0
2024,PAN,AFG,Panama,Afghanistan,7,0,7,0,0
2024,PAN,BLR,Panama,Belarus,7,0,7,0,0
2024,PAN,CMR,Panama,Cameroon,5,0,5,0,0
2024,PAN,COD,Panama,Dem. Rep. of the Congo,5,0,5,0,0
2024,PAN,COL,Panama,Colombia,1622,780,2402,0,0
2024,PAN,CRI,Panama,Costa Rica,0,5,5,0,0
2024,PAN,CUB,Panama,Cuba,36,1172,1208,0,0
2024,PAN,DOM,Panama,Dominican Republic,5,5,10,0,0
2024,PAN,ECU,Panama,Ecuador,5,25,30,0,0
2024,PAN,GTM,Panama,Guatemala,10,11,21,0,0
2024,PAN,HTI,Panama,Haiti,10,5,15,0,0
2024,PAN,HND,Panama,Honduras,10,29,39,0,0
2024,PAN,JAM,Panama,Jamaica,5,7,12,0,0
2024,PAN,MEX,Panama,Mexico,8,0,8,0,0
2024,PAN,NIC,Panama,Nicaragua,61,4940,5001,0,0
2024,PAN,NGA,Panama,Nigeria,5,0,5,0,0
2024,PAN,PAN,Panama,Panama,0,0,0,0,0
2024,PAN,PER,Panama,Peru,0,5,5,0,0
2024,PAN,POL,Panama,Poland,0,5,5,0,0
2024,PAN,RUS,Panama,Russian Federation,0,6,6,0,0
2024,PAN,SLV,Panama,El Salvador,733,178,911,0,0
2024,PAN,SLE,Panama,Sierra Leone,5,0,5,0,0
2024,PAN,XXA,Panama,Stateless,0,0,0,0,928
2024,PAN,SYR,Panama,Syrian Arab Rep.,5,0,5,0,0
2024,PAN,UNK,Panama,Unknown ,0,0,0,0,0
2024,PAN,UKR,Panama,Ukraine,21,5,26,0,0
2024,PAN,VEN,Panama,Venezuela,93,965,1058,0,0
2023,PAN,AFG,Panama,Afghanistan,7,5,12,0,0
2023,PAN,ARM,Panama,Armenia,0,5,5,0,0
2023,PAN,BGD,Panama,Bangladesh,0,15,15,0,0
2023,PAN,BLR,Panama,Belarus,7,0,7,0,0
2023,PAN,BIH,Panama,Bosnia and Herzegovina,5,0,5,0,0
2023,PAN,CMR,Panama,Cameroon,10,5,15,0,0
2023,PAN,COD,Panama,Dem. Rep. of the Congo,5,5,10,0,0
2023,PAN,COL,Panama,Colombia,1686,908,2594,0,0
2023,PAN,CRI,Panama,Costa Rica,0,5,5,0,0
2023,PAN,CUB,Panama,Cuba,121,1270,1391,0,0
2023,PAN,DOM,Panama,Dominican Republic,5,0,5,0,0
2023,PAN,ECU,Panama,Ecuador,0,11,11,0,0
2023,PAN,ERI,Panama,Eritrea,0,38,38,0,0
2023,PAN,GTM,Panama,Guatemala,12,6,18,0,0
2023,PAN,HTI,Panama,Haiti,19,0,19,0,0
2023,PAN,HND,Panama,Honduras,12,71,83,0,0
2023,PAN,HRV,Panama,Croatia,5,0,5,0,0
2023,PAN,CIV,Panama,Cote d'Ivoire,0,5,5,0,0
2023,PAN,IND,Panama,India,0,6,6,0,0
2023,PAN,IRN,Panama,Iran (Islamic Rep. of),5,0,5,0,0
2023,PAN,ITA,Panama,Italy,0,5,5,0,0
2023,PAN,JAM,Panama,Jamaica,0,5,5,0,0
2023,PAN,LBR,Panama,Liberia,5,0,5,0,0
2023,PAN,LKA,Panama,Sri Lanka,0,7,7,0,0
2023,PAN,MEX,Panama,Mexico,9,5,14,0,0
2023,PAN,NPL,Panama,Nepal,0,14,14,0,0
2023,PAN,NIC,Panama,Nicaragua,203,4238,4441,0,0
2023,PAN,NGA,Panama,Nigeria,14,34,48,0,0
2023,PAN,PAK,Panama,Pakistan,0,12,12,0,0
2023,PAN,PAN,Panama,Panama,0,0,0,0,0
2023,PAN,PER,Panama,Peru,23,5,28,0,0
2023,PAN,RUS,Panama,Russian Federation,0,19,19,0,0
2023,PAN,SLV,Panama,El Salvador,443,823,1266,0,0
2023,PAN,SLE,Panama,Sierra Leone,5,0,5,0,0
2023,PAN,SOM,Panama,Somalia,0,101,101,0,0
2023,PAN,SDN,Panama,Sudan,5,0,5,0,0
2023,PAN,SYR,Panama,Syrian Arab Rep.,5,0,5,0,0
2023,PAN,UNK,Panama,Unknown ,0,0,0,0,0
2023,PAN,UKR,Panama,Ukraine,19,5,24,0,0
2023,PAN,VEN,Panama,Venezuela,94,791,885,0,0
2022,PAN,AFG,Panama,Afghanistan,5,6,11,0,0
2022,PAN,ARM,Panama,Armenia,0,5,5,0,0
2022,PAN,BGD,Panama,Bangladesh,0,15,15,0,0
2022,PAN,BLR,Panama,Belarus,7,0,7,0,0
2022,PAN,BIH,Panama,Bosnia and Herzegovina,5,0,5,0,0
2022,PAN,CMR,Panama,Cameroon,10,5,15,0,0
2022,PAN,COD,Panama,Dem. Rep. of the Congo,5,5,10,0,0
2022,PAN,COL,Panama,Colombia,1654,832,2486,0,0
2022,PAN,CUB,Panama,Cuba,120,1274,1394,0,0
2022,PAN,DOM,Panama,Dominican Republic,5,0,5,0,0
2022,PAN,ECU,Panama,Ecuador,0,10,10,0,0
2022,PAN,ERI,Panama,Eritrea,0,38,38,0,0
2022,PAN,GTM,Panama,Guatemala,12,6,18,0,0
2022,PAN,HTI,Panama,Haiti,19,0,19,0,0
2022,PAN,HND,Panama,Honduras,6,70,76,0,0
2022,PAN,HRV,Panama,Croatia,5,0,5,0,0
2022,PAN,CIV,Panama,Cote d'Ivoire,0,5,5,0,0
2022,PAN,IND,Panama,India,0,6,6,0,0
2022,PAN,IRN,Panama,Iran (Islamic Rep. of),5,0,5,0,0
2022,PAN,ITA,Panama,Italy,0,5,5,0,0
2022,PAN,JAM,Panama,Jamaica,0,5,5,0,0
2022,PAN,LBR,Panama,Liberia,5,0,5,0,0
2022,PAN,LKA,Panama,Sri Lanka,0,7,7,0,0
2022,PAN,MEX,Panama,Mexico,6,0,6,0,0
2022,PAN,NPL,Panama,Nepal,0,14,14,0,0
2022,PAN,NIC,Panama,Nicaragua,184,4277,4461,0,0
2022,PAN,NGA,Panama,Nigeria,10,34,44,0,0
2022,PAN,PAK,Panama,Pakistan,0,13,13,0,0
2022,PAN,PAN,Panama,Panama,0,0,0,0,0
2022,PAN,PER,Panama,Peru,23,0,23,0,0
2022,PAN,RUS,Panama,Russian Federation,0,12,12,0,0
2022,PAN,SLV,Panama,El Salvador,393,860,1253,0,0
2022,PAN,SLE,Panama,Sierra Leone,5,0,5,0,0
2022,PAN,SOM,Panama,Somalia,0,101,101,0,0
2022,PAN,SDN,Panama,Sudan,5,0,5,0,0
2022,PAN,SYR,Panama,Syrian Arab Rep.,5,0,5,0,0
2022,PAN,UNK,Panama,Unknown ,0,0,0,0,0
2022,PAN,UKR,Panama,Ukraine,11,10,21,0,0
2022,PAN,VEN,Panama,Venezuela,71,860,931,0,0
2019,SLV,COL,El Salvador,Colombia,5,6,11,0,0
2019,SLV,CUB,El Salvador,Cuba,0,5,5,0,0
2019,SLV,HND,El Salvador,Honduras,19,8,27,0,0
2019,SLV,IRQ,El Salvador,Iraq,5,0,5,0,0
2019,SLV,MEX,El Salvador,Mexico,5,0,5,0,0
2019,SLV,NIC,El Salvador,Nicaragua,9,10,19,0,0
2019,SLV,SLV,El Salvador,El Salvador,0,0,0,71500,0
2019,SLV,SYR,El Salvador,Syrian Arab Rep.,5,0,5,0,0
2020,SLV,COL,El Salvador,Colombia,5,7,12,0,0
2020,SLV,GTM,El Salvador,Guatemala,0,5,5,0,0
2020,SLV,HND,El Salvador,Honduras,19,12,31,0,0
2020,SLV,IRQ,El Salvador,Iraq,5,0,5,0,0
2020,SLV,MEX,El Salvador,Mexico,5,0,5,0,0
2020,SLV,NIC,El Salvador,Nicaragua,9,13,22,0,0
2020,SLV,SLV,El Salvador,El Salvador,0,0,0,71500,0
2020,SLV,SYR,El Salvador,Syrian Arab Rep.,5,0,5,0,0
2020,SLV,VEN,El Salvador,Venezuela,0,16,16,0,0
2021,SLV,COL,El Salvador,Colombia,18,7,25,0,0
2021,SLV,GTM,El Salvador,Guatemala,0,8,8,0,0
2021,SLV,HND,El Salvador,Honduras,26,11,37,0,0
2021,SLV,IRQ,El Salvador,Iraq,5,0,5,0,0
2021,SLV,MEX,El Salvador,Mexico,5,0,5,0,0
2021,SLV,NIC,El Salvador,Nicaragua,22,27,49,0,0
2021,SLV,SLV,El Salvador,El Salvador,0,0,0,71500,0
2021,SLV,SYR,El Salvador,Syrian Arab Rep.,5,0,5,0,0
2021,SLV,USA,El Salvador,United States of America,5,0,5,0,0
2021,SLV,VEN,El Salvador,Venezuela,12,13,25,0,0
2024,SLV,COL,El Salvador,Colombia,16,14,30,0,0
2024,SLV,CRI,El Salvador,Costa Rica,0,8,8,0,0
2024,SLV,CUB,El Salvador,Cuba,6,55,61,0,0
2024,SLV,ECU,El Salvador,Ecuador,0,28,28,0,0
2024,SLV,GTM,El Salvador,Guatemala,8,10,18,0,0
2024,SLV,HTI,El Salvador,Haiti,0,5,5,0,0
2024,SLV,HND,El Salvador,Honduras,34,44,78,0,0
2024,SLV,IRQ,El Salvador,Iraq,5,0,5,0,0
2024,SLV,MEX,El Salvador,Mexico,0,5,5,0,0
2024,SLV,NIC,El Salvador,Nicaragua,33,67,100,0,0
2024,SLV,SLV,El Salvador,El Salvador,0,0,0,71500,0
2024,SLV,USA,El Salvador,United States of America,5,6,11,0,0
2024,SLV,VEN,El Salvador,Venezuela,13,30,43,0,0
2023,SLV,COL,El Salvador,Colombia,16,17,33,0,0
2023,SLV,CRI,El Salvador,Costa Rica,0,5,5,0,0
2023,SLV,CUB,El Salvador,Cuba,0,45,45,0,0
2023,SLV,ECU,El Salvador,Ecuador,0,8,8,0,0
2023,SLV,GTM,El Salvador,Guatemala,6,11,17,0,0
2023,SLV,HND,El Salvador,Honduras,31,20,51,0,0
2023,SLV,IRQ,El Salvador,Iraq,5,0,5,0,0
2023,SLV,MEX,El Salvador,Mexico,0,5,5,0,0
2023,SLV,NIC,El Salvador,Nicaragua,30,52,82,0,0
2023,SLV,SLV,El Salvador,El Salvador,0,0,0,71500,0
2023,SLV,USA,El Salvador,United States of America,5,5,10,0,0
2023,SLV,VEN,El Salvador,Venezuela,13,95,108,0,0
2022,SLV,COL,El Salvador,Colombia,16,8,24,0,0
2022,SLV,CUB,El Salvador,Cuba,0,5,5,0,0
2022,SLV,GTM,El Salvador,Guatemala,6,5,11,0,0
2022,SLV,HND,El Salvador,Honduras,31,5,36,0,0
2022,SLV,IRQ,El Salvador,Iraq,5,0,5,0,0
2022,SLV,NIC,El Salvador,Nicaragua,29,20,49,0,0
2022,SLV,SLV,El Salvador,El Salvador,0,0,0,71500,0
2022,SLV,USA,El Salvador,United States of America,5,5,10,0,0
2022,SLV,VEN,El Salvador,Venezuela,12,6,18,0,0
