year,origin_iso3,asylum_iso3,country_origin,country_asylum,refugees_out,asylum_seekers_out,total_displaced_out
2019,CUB,USA,Cuba,United States of America,1765,5899,7664
2020,CUB,ARG,Cuba,Argentina,259,821,1080
2020,CUB,ARM,Cuba,Armenia,0,26,26
2020,CUB,AUT,Cuba,Austria,13,8,21
2020,CUB,BEL,Cuba,Belgium,10,15,25
2020,CUB,BHS,Cuba,Bahamas,5,0,5
2020,CUB,BOL,Cuba,Bolivia (Plurinational State of),48,0,48
2020,CUB,BRA,Cuba,Brazil,359,15392,15751
2020,CUB,BLZ,Cuba,Belize,0,5,5
2020,CUB,CAN,Cuba,Canada,504,292,796
2020,CUB,CYM,Cuba,Cayman Islands,38,28,66
2020,CUB,CHL,Cuba,Chile,19,1597,1616
2020,CUB,COL,Cuba,Colombia,77,137,214
2020,CUB,CRI,Cuba,Costa Rica,417,3206,3623
2020,CUB,CZE,Cuba,Czechia,43,16,59
2020,CUB,DOM,Cuba,Dominican Republic,0,49,49
2020,CUB,ECU,Cuba,Ecuador,214,330,544
2020,CUB,ETH,Cuba,Ethiopia,5,0,5
2020,CUB,FIN,Cuba,Finland,5,22,27
2020,CUB,FRA,Cuba,France,225,223,448
2020,CUB,GBR,Cuba,United Kingdom of Great Britain and Northern Ireland,11,17,28
2020,CUB,DEU,Cuba,Germany,78,49,127
2020,CUB,GRC,Cuba,Greece,0,42,42
2020,CUB,GTM,Cuba,Guatemala,7,50,57
2020,CUB,GUY,Cuba,Guyana,18,67,85
2020,CUB,HND,Cuba,Honduras,0,5,5
2020,CUB,HUN,Cuba,Hungary,78,0,78
2020,CUB,IRL,Cuba,Ireland,5,0,5
2020,CUB,ITA,Cuba,Italy,0,118,118
2020,CUB,LTU,Cuba,Lithuania,5,0,5
2020,CUB,MEX,Cuba,Mexico,1955,8370,10325
2020,CUB,MNE,Cuba,Montenegro,0,18,18
2020,CUB,NLD,Cuba,Netherlands (Kingdom of the),29,29,58
2020,CUB,NIC,Cuba,Nicaragua,14,0,14
2020,CUB,PAN,Cuba,Panama,120,2162,2282
2020,CUB,PRY,Cuba,Paraguay,280,559,839
2020,CUB,PER,Cuba,Peru,494,2775,3269
2020,CUB,POL,Cuba,Poland,7,5,12
2020,CUB,PRT,Cuba,Portugal,5,7,12
2020,CUB,ROU,Cuba,Romania,0,6,6
2020,CUB,RUS,Cuba,Russian Federation,5,0,5
2020,CUB,ESP,Cuba,Spain,660,2845,3505
2020,CUB,SRB,Cuba,Serbia and Kosovo: S/RES/1244 (1999),7,0,7
2020,CUB,SUR,Cuba,Suriname,7,1703,1710
2020,CUB,SVK,Cuba,Slovakia,32,0,32
2020,CUB,SWE,Cuba,Sweden,31,22,53
2020,CUB,CHE,Cuba,Switzerland,35,10,45
2020,CUB,TTO,Cuba,Trinidad and Tobago,171,2348,2519
2020,CUB,URY,Cuba,Uruguay,26,9109,9135
2020,CUB,USA,Cuba,United States of America,2591,9751,12342
2021,CUB,ARG,Cuba,Argentina,263,819,1082
2021,CUB,ARM,Cuba,Armenia,5,13,18
2021,CUB,AUT,Cuba,Austria,15,5,20
2021,CUB,BEL,Cuba,Belgium,10,5,15
2021,CUB,BHS,Cuba,Bahamas,0,5,5
2021,CUB,BLR,Cuba,Belarus,0,7,7
2021,CUB,BOL,Cuba,Bolivia (Plurinational State of),48,0,48
2021,CUB,BRA,Cuba,Brazil,722,15339,16061
2021,CUB,BIH,Cuba,Bosnia and Herzegovina,0,0,0
2021,CUB,BGR,Cuba,Bulgaria,0,5,5
2021,CUB,BLZ,Cuba,Belize,0,5,5
2021,CUB,CAN,Cuba,Canada,458,297,755
2021,CUB,CYM,Cuba,Cayman Islands,57,30,87
2021,CUB,CHL,Cuba,Chile,19,1590,1609
2021,CUB,COL,Cuba,Colombia,88,98,186
2021,CUB,CRI,Cuba,Costa Rica,463,2795,3258
2021,CUB,CUB,Cuba,Cuba,0,0,0
2021,CUB,CZE,Cuba,Czechia,36,11,47
2021,CUB,DOM,Cuba,Dominican Republic,0,51,51
2021,CUB,ECU,Cuba,Ecuador,219,61,280
2021,CUB,ETH,Cuba,Ethiopia,5,0,5
2021,CUB,FIN,Cuba,Finland,5,6,11
2021,CUB,FRA,Cuba,France,304,180,484
2021,CUB,GBR,Cuba,United Kingdom of Great Britain and Northern Ireland,12,16,28
2021,CUB,DEU,Cuba,Germany,84,46,130
2021,CUB,GRC,Cuba,Greece,7,79,86
2021,CUB,GTM,Cuba,Guatemala,8,22,30
2021,CUB,GUY,Cuba,Guyana,40,78,118
2021,CUB,HND,Cuba,Honduras,0,0,0
2021,CUB,HRV,Cuba,Croatia,0,11,11
2021,CUB,HUN,Cuba,Hungary,76,0,76
2021,CUB,IRL,Cuba,Ireland,5,0,5
2021,CUB,ITA,Cuba,Italy,54,110,164
2021,CUB,LTU,Cuba,Lithuania,5,0,5
2021,CUB,LVA,Cuba,Latvia,0,5,5
2021,CUB,MKD,Cuba,North Macedonia,0,5,5
2021,CUB,MDA,Cuba,Rep. of Moldova,0,8,8
2021,CUB,MEX,Cuba,Mexico,3722,9837,13559
2021,CUB,MNE,Cuba,Montenegro,0,54,54
2021,CUB,NLD,Cuba,Netherlands (Kingdom of the),52,26,78
2021,CUB,NIC,Cuba,Nicaragua,14,0,14
2021,CUB,PAN,Cuba,Panama,120,1554,1674
2021,CUB,PRY,Cuba,Paraguay,927,55,982
2021,CUB,PER,Cuba,Peru,519,2739,3258
2021,CUB,POL,Cuba,Poland,8,26,34
2021,CUB,PRT,Cuba,Portugal,5,10,15
2021,CUB,ROU,Cuba,Romania,5,0,5
2021,CUB,RUS,Cuba,Russian Federation,7,5,12
2021,CUB,ESP,Cuba,Spain,136,3065,3201
2021,CUB,SRB,Cuba,Serbia and Kosovo: S/RES/1244 (1999),7,0,7
2021,CUB,SUR,Cuba,Suriname,17,1777,1794
2021,CUB,SVK,Cuba,Slovakia,32,0,32
2021,CUB,SVN,Cuba,Slovenia,0,24,24
2021,CUB,SWE,Cuba,Sweden,23,17,40
2021,CUB,CHE,Cuba,Switzerland,41,7,48
2021,CUB,TTO,Cuba,Trinidad and Tobago,174,2339,2513
2021,CUB,URY,Cuba,Uruguay,28,10313,10341
2021,CUB,USA,Cuba,United States of America,2689,18040,20729
2024,CUB,ARG,Cuba,Argentina,265,318,583
2024,CUB,ARM,Cuba,Armenia,5,24,29
2024,CUB,AUS,Cuba,Australia,0,31,31
2024,CUB,AUT,Cuba,Austria,17,19,36
2024,CUB,BEL,Cuba,Belgium,7,49,56
2024,CUB,BHS,Cuba,Bahamas,5,7,12
2024,CUB,BOL,Cuba,Bolivia (Plurinational State of),48,0,48
2024,CUB,BRA,Cuba,Brazil,1095,33855,34950
2024,CUB,BLZ,Cuba,Belize,0,5,5
2024,CUB,CAN,Cuba,Canada,919,1349,2268
2024,CUB,CYM,Cuba,Cayman Islands,50,15,65
2024,CUB,CHL,Cuba,Chile,19,134,153
2024,CUB,COL,Cuba,Colombia,96,525,621
2024,CUB,CRI,Cuba,Costa Rica,1516,6744,8260
2024,CUB,CUB,Cuba,Cuba,0,0,0
2024,CUB,CYP,Cuba,Cyprus,5,0,5
2024,CUB,CZE,Cuba,Czechia,45,8,53
2024,CUB,DNK,Cuba,Denmark,5,5,10
2024,CUB,DOM,Cuba,Dominican Republic,8,123,131
2024,CUB,ECU,Cuba,Ecuador,100,89,189
2024,CUB,ETH,Cuba,Ethiopia,5,0,5
2024,CUB,FRA,Cuba,France,552,55,607
2024,CUB,GBR,Cuba,United Kingdom of Great Britain and Northern Ireland,39,17,56
2024,CUB,DEU,Cuba,Germany,150,353,503
2024,CUB,GRC,Cuba,Greece,45,34,79
2024,CUB,GTM,Cuba,Guatemala,14,145,159
2024,CUB,GUY,Cuba,Guyana,5,29,34
2024,CUB,HTI,Cuba,Haiti,5,0,5
2024,CUB,HND,Cuba,Honduras,5,7,12
2024,CUB,HRV,Cuba,Croatia,0,23,23
2024,CUB,HUN,Cuba,Hungary,73,0,73
2024,CUB,IRL,Cuba,Ireland,6,0,6
2024,CUB,ITA,Cuba,Italy,190,796,986
2024,CUB,LTU,Cuba,Lithuania,9,5,14
2024,CUB,LVA,Cuba,Latvia,0,5,5
2024,CUB,MDA,Cuba,Rep. of Moldova,0,15,15
2024,CUB,MEX,Cuba,Mexico,10605,38411,49016
2024,CUB,MNE,Cuba,Montenegro,5,26,31
2024,CUB,NLD,Cuba,Netherlands (Kingdom of the),90,26,116
2024,CUB,NOR,Cuba,Norway,8,5,13
2024,CUB,PAN,Cuba,Panama,36,1172,1208
2024,CUB,PRY,Cuba,Paraguay,1156,425,1581
2024,CUB,PER,Cuba,Peru,555,7631,8186
2024,CUB,POL,Cuba,Poland,9,6,15
2024,CUB,PRT,Cuba,Portugal,0,6,6
2024,CUB,ROU,Cuba,Romania,10,5,15
2024,CUB,RUS,Cuba,Russian Federation,13,8,21
2024,CUB,SLV,Cuba,El Salvador,6,55,61
2024,CUB,ESP,Cuba,Spain,1352,5550,6902
2024,CUB,SRB,Cuba,Serbia and Kosovo: S/RES/1244 (1999),13,23,36
2024,CUB,KNA,Cuba,Saint Kitts and Nevis,5,0,5
2024,CUB,SUR,Cuba,Suriname,12,2705,2717
2024,CUB,SVK,Cuba,Slovakia,37,0,37
2024,CUB,SWE,Cuba,Sweden,61,11,72
2024,CUB,CHE,Cuba,Switzerland,58,23,81
2024,CUB,TTO,Cuba,Trinidad and Tobago,157,1216,1373
2024,CUB,URY,Cuba,Uruguay,47,23825,23872
2024,CUB,USA,Cuba,United States of America,4327,218225,222552
2023,CUB,ARG,Cuba,Argentina,266,631,897
2023,CUB,ARM,Cuba,Armenia,5,10,15
2023,CUB,AUS,Cuba,Australia,0,19,19
2023,CUB,AUT,Cuba,Austria,17,25,42
2023,CUB,BEL,Cuba,Belgium,7,0,7
2023,CUB,BHS,Cuba,Bahamas,0,11,11
2023,CUB,BLR,Cuba,Belarus,0,5,5
2023,CUB,BOL,Cuba,Bolivia (Plurinational State of),48,0,48
2023,CUB,BRA,Cuba,Brazil,1075,19633,20708
2023,CUB,BLZ,Cuba,Belize,0,5,5
2023,CUB,CAN,Cuba,Canada,537,799,1336
2023,CUB,CYM,Cuba,Cayman Islands,49,93,142
2023,CUB,CHL,Cuba,Chile,19,125,144
2023,CUB,COL,Cuba,Colombia,111,230,341
2023,CUB,CRI,Cuba,Costa Rica,962,5893,6855
2023,CUB,CUB,Cuba,Cuba,0,0,0
2023,CUB,CYP,Cuba,Cyprus,5,0,5
2023,CUB,CZE,Cuba,Czechia,40,7,47
2023,CUB,DNK,Cuba,Denmark,0,5,5
2023,CUB,DOM,Cuba,Dominican Republic,31,154,185
2023,CUB,ECU,Cuba,Ecuador,283,125,408
2023,CUB,ETH,Cuba,Ethiopia,5,0,5
2023,CUB,FIN,Cuba,Finland,5,18,23
2023,CUB,FRA,Cuba,France,513,136,649
2023,CUB,GBR,Cuba,United Kingdom of Great Britain and Northern Ireland,25,35,60
2023,CUB,GEO,Cuba,Georgia,0,5,5
2023,CUB,DEU,Cuba,Germany,132,434,566
2023,CUB,GRC,Cuba,Greece,33,87,120
2023,CUB,GTM,Cuba,Guatemala,12,99,111
2023,CUB,GUY,Cuba,Guyana,5,37,42
2023,CUB,HND,Cuba,Honduras,0,16,16
2023,CUB,HRV,Cuba,Croatia,0,51,51
2023,CUB,HUN,Cuba,Hungary,74,0,74
2023,CUB,ISL,Cuba,Iceland,0,5,5
2023,CUB,IRL,Cuba,Ireland,8,0,8
2023,CUB,ITA,Cuba,Italy,148,552,700
2023,CUB,LTU,Cuba,Lithuania,7,5,12
2023,CUB,MEX,Cuba,Mexico,6858,33498,40356
2023,CUB,MNE,Cuba,Montenegro,5,31,36
2023,CUB,NLD,Cuba,Netherlands (Kingdom of the),94,21,115
2023,CUB,NIC,Cuba,Nicaragua,14,0,14
2023,CUB,NOR,Cuba,Norway,0,7,7
2023,CUB,PAN,Cuba,Panama,121,1270,1391
2023,CUB,PRY,Cuba,Paraguay,1138,363,1501
2023,CUB,PER,Cuba,Peru,549,7162,7711
2023,CUB,POL,Cuba,Poland,19,5,24
2023,CUB,ROU,Cuba,Romania,10,5,15
2023,CUB,RUS,Cuba,Russian Federation,5,6,11
2023,CUB,SLV,Cuba,El Salvador,0,45,45
2023,CUB,ESP,Cuba,Spain,1317,5325,6642
2023,CUB,SRB,Cuba,Serbia and Kosovo: S/RES/1244 (1999),13,22,35
2023,CUB,KNA,Cuba,Saint Kitts and Nevis,5,0,5
2023,CUB,SUR,Cuba,Suriname,12,2136,2148
2023,CUB,SVK,Cuba,Slovakia,37,0,37
2023,CUB,SVN,Cuba,Slovenia,0,5,5
2023,CUB,SWE,Cuba,Sweden,16,11,27
2023,CUB,CHE,Cuba,Switzerland,58,30,88
2023,CUB,TTO,Cuba,Trinidad and Tobago,122,1840,1962
2023,CUB,URY,Cuba,Uruguay,42,18605,18647
2023,CUB,USA,Cuba,United States of America,3703,230055,233758
2022,CUB,ARG,Cuba,Argentina,262,829,1091
2022,CUB,ARM,Cuba,Armenia,5,17,22
2022,CUB,AUS,Cuba,Australia,0,9,9
2022,CUB,AUT,Cuba,Austria,15,14,29
2022,CUB,BEL,Cuba,Belgium,10,25,35
2022,CUB,BHS,Cuba,Bahamas,0,11,11
2022,CUB,BOL,Cuba,Bolivia (Plurinational State of),48,0,48
2022,CUB,BRA,Cuba,Brazil,1180,18598,19778
2022,CUB,BIH,Cuba,Bosnia and Herzegovina,0,0,0
2022,CUB,BLZ,Cuba,Belize,0,5,5
2022,CUB,CAN,Cuba,Canada,288,691,979
2022,CUB,CYM,Cuba,Cayman Islands,47,242,289
2022,CUB,CHL,Cuba,Chile,19,718,737
2022,CUB,COL,Cuba,Colombia,87,233,320
2022,CUB,CRI,Cuba,Costa Rica,648,3563,4211
2022,CUB,CZE,Cuba,Czechia,33,0,33
2022,CUB,DOM,Cuba,Dominican Republic,6,115,121
2022,CUB,ECU,Cuba,Ecuador,230,169,399
2022,CUB,ETH,Cuba,Ethiopia,5,0,5
2022,CUB,FIN,Cuba,Finland,5,36,41
2022,CUB,FRA,Cuba,France,394,156,550
2022,CUB,GBR,Cuba,United Kingdom of Great Britain and Northern Ireland,16,34,50
2022,CUB,GEO,Cuba,Georgia,0,5,5
2022,CUB,DEU,Cuba,Germany,100,158,258
2022,CUB,GRC,Cuba,Greece,25,61,86
2022,CUB,GTM,Cuba,Guatemala,12,17,29
2022,CUB,GUY,Cuba,Guyana,7,128,135
2022,CUB,HND,Cuba,Honduras,0,9,9
2022,CUB,HRV,Cuba,Croatia,0,67,67
2022,CUB,HUN,Cuba,Hungary,74,0,74
2022,CUB,IRL,Cuba,Ireland,6,0,6
2022,CUB,ITA,Cuba,Italy,70,245,315
2022,CUB,LTU,Cuba,Lithuania,5,5,10
2022,CUB,MKD,Cuba,North Macedonia,0,5,5
2022,CUB,MDA,Cuba,Rep. of Moldova,14,8,22
2022,CUB,MEX,Cuba,Mexico,4693,22396,27089
2022,CUB,MNE,Cuba,Montenegro,5,34,39
2022,CUB,NLD,Cuba,Netherlands (Kingdom of the),88,17,105
2022,CUB,NIC,Cuba,Nicaragua,14,0,14
2022,CUB,NOR,Cuba,Norway,0,5,5
2022,CUB,PAN,Cuba,Panama,120,1274,1394
2022,CUB,PRY,Cuba,Paraguay,951,280,1231
2022,CUB,PER,Cuba,Peru,546,3009,3555
2022,CUB,POL,Cuba,Poland,19,11,30
2022,CUB,PRT,Cuba,Portugal,5,0,5
2022,CUB,ROU,Cuba,Romania,6,0,6
2022,CUB,RUS,Cuba,Russian Federation,0,5,5
2022,CUB,SLV,Cuba,El Salvador,0,5,5
2022,CUB,ESP,Cuba,Spain,1328,3400,4728
2022,CUB,SRB,Cuba,Serbia and Kosovo: S/RES/1244 (1999),8,7,15
2022,CUB,SUR,Cuba,Suriname,12,2084,2096
2022,CUB,SVK,Cuba,Slovakia,32,0,32
2022,CUB,SVN,Cuba,Slovenia,0,43,43
2022,CUB,SWE,Cuba,Sweden,24,22,46
2022,CUB,CHE,Cuba,Switzerland,48,46,94
2022,CUB,TTO,Cuba,Trinidad and Tobago,163,1330,1493
2022,CUB,URY,Cuba,Uruguay,35,12105,12140
2022,CUB,USA,Cuba,United States of America,2968,168748,171716
2019,DOM,ARG,Dominican Republic,Argentina,0,568,568
2019,DOM,BRA,Dominican Republic,Brazil,5,1269,1274
2019,DOM,CAN,Dominican Republic,Canada,113,165,278
2019,DOM,CHL,Dominican Republic,Chile,0,121,121
2019,DOM,CRI,Dominican Republic,Costa Rica,0,64,64
2019,DOM,ECU,Dominican Republic,Ecuador,5,8,13
2019,DOM,FIN,Dominican Republic,Finland,5,0,5
2019,DOM,FRA,Dominican Republic,France,76,84,160
2019,DOM,GBR,Dominican Republic,United Kingdom of Great Britain and Northern Ireland,0,13,13
2019,DOM,DEU,Dominican Republic,Germany,9,10,19
2019,DOM,GRC,Dominican Republic,Greece,9,16,25
2019,DOM,IRL,Dominican Republic,Ireland,0,5,5
2019,DOM,ITA,Dominican Republic,Italy,29,20,49
2019,DOM,MEX,Dominican Republic,Mexico,12,39,51
2019,DOM,NLD,Dominican Republic,Netherlands (Kingdom of the),0,6,6
2019,DOM,PAN,Dominican Republic,Panama,5,5,10
2019,DOM,PER,Dominican Republic,Peru,19,41,60
2019,DOM,ESP,Dominican Republic,Spain,8,220,228
2019,DOM,SUR,Dominican Republic,Suriname,0,14,14
2019,DOM,CHE,Dominican Republic,Switzerland,5,0,5
2019,DOM,TTO,Dominican Republic,Trinidad and Tobago,0,130,130
2019,DOM,URY,Dominican Republic,Uruguay,0,194,194
2019,DOM,USA,Dominican Republic,United States of America,246,1046,1292
2020,DOM,ARG,Dominican Republic,Argentina,5,578,583
2020,DOM,BEL,Dominican Republic,Belgium,0,5,5
2020,DOM,BRA,Dominican Republic,Brazil,6,1295,1301
2020,DOM,CAN,Dominican Republic,Canada,107,156,263
2020,DOM,CHL,Dominican Republic,Chile,0,116,116
2020,DOM,CRI,Dominican Republic,Costa Rica,0,71,71
2020,DOM,ECU,Dominican Republic,Ecuador,5,43,48
2020,DOM,FIN,Dominican Republic,Finland,5,0,5
2020,DOM,FRA,Dominican Republic,France,95,85,180
2020,DOM,GBR,Dominican Republic,United Kingdom of Great Britain and Northern Ireland,0,5,5
2020,DOM,DEU,Dominican Republic,Germany,10,8,18
2020,DOM,GRC,Dominican Republic,Greece,9,12,21
2020,DOM,ITA,Dominican Republic,Italy,0,19,19
2020,DOM,MEX,Dominican Republic,Mexico,18,55,73
2020,DOM,PAN,Dominican Republic,Panama,5,0,5
2020,DOM,PER,Dominican Republic,Peru,19,56,75
2020,DOM,ESP,Dominican Republic,Spain,11,200,211
2020,DOM,SUR,Dominican Republic,Suriname,0,8,8
2020,DOM,TTO,Dominican Republic,Trinidad and Tobago,0,136,136
2020,DOM,URY,Dominican Republic,Uruguay,0,255,255
2020,DOM,USA,Dominican Republic,United States of America,255,1141,1396
2021,DOM,ARG,Dominican Republic,Argentina,9,568,577
2021,DOM,BRA,Dominican Republic,Brazil,6,1293,1299
2021,DOM,CAN,Dominican Republic,Canada,129,169,298
2021,DOM,CHL,Dominican Republic,Chile,0,128,128
2021,DOM,CRI,Dominican Republic,Costa Rica,0,105,105
2021,DOM,ECU,Dominican Republic,Ecuador,5,0,5
2021,DOM,FIN,Dominican Republic,Finland,5,0,5
2021,DOM,FRA,Dominican Republic,France,136,36,172
2021,DOM,GBR,Dominican Republic,United Kingdom of Great Britain and Northern Ireland,0,5,5
2021,DOM,DEU,Dominican Republic,Germany,8,5,13
2021,DOM,GRC,Dominican Republic,Greece,10,5,15
2021,DOM,ITA,Dominican Republic,Italy,12,12,24
2021,DOM,MEX,Dominican Republic,Mexico,32,197,229
2021,DOM,PAN,Dominican Republic,Panama,5,0,5
2021,DOM,PRY,Dominican Republic,Paraguay,0,10,10
2021,DOM,PER,Dominican Republic,Peru,20,55,75
2021,DOM,ESP,Dominican Republic,Spain,11,230,241
2021,DOM,SUR,Dominican Republic,Suriname,0,9,9
2021,DOM,TTO,Dominican Republic,Trinidad and Tobago,0,139,139
2021,DOM,URY,Dominican Republic,Uruguay,0,317,317
2021,DOM,USA,Dominican Republic,United States of America,247,1359,1606
2024,DOM,ARG,Dominican Republic,Argentina,16,41,57
2024,DOM,AUS,Dominican Republic,Australia,0,5,5
2024,DOM,BEL,Dominican Republic,Belgium,0,6,6
2024,DOM,BRA,Dominican Republic,Brazil,10,645,655
2024,DOM,CAN,Dominican Republic,Canada,310,438,748
2024,DOM,CHL,Dominican Republic,Chile,0,78,78
2024,DOM,CRI,Dominican Republic,Costa Rica,5,189,194
2024,DOM,CYP,Dominican Republic,Cyprus,0,5,5
2024,DOM,FRA,Dominican Republic,France,295,56,351
2024,DOM,GBR,Dominican Republic,United Kingdom of Great Britain and Northern Ireland,0,9,9
2024,DOM,DEU,Dominican Republic,Germany,6,11,17
2024,DOM,ISR,Dominican Republic,Israel,0,42,42
2024,DOM,ITA,Dominican Republic,Italy,11,172,183
2024,DOM,MEX,Dominican Republic,Mexico,65,1888,1953
2024,DOM,NLD,Dominican Republic,Netherlands (Kingdom of the),5,0,5
2024,DOM,PAN,Dominican Republic,Panama,5,5,10
2024,DOM,PER,Dominican Republic,Peru,20,207,227
2024,DOM,PRT,Dominican Republic,Portugal,0,5,5
2024,DOM,ESP,Dominican Republic,Spain,20,130,150
2024,DOM,SUR,Dominican Republic,Suriname,0,5,5
2024,DOM,CHE,Dominican Republic,Switzerland,5,0,5
2024,DOM,TTO,Dominican Republic,Trinidad and Tobago,0,65,65
2024,DOM,URY,Dominican Republic,Uruguay,0,1407,1407
2024,DOM,USA,Dominican Republic,United States of America,307,10412,10719
2023,DOM,ARG,Dominican Republic,Argentina,16,240,256
2023,DOM,AUS,Dominican Republic,Australia,0,5,5
2023,DOM,BRA,Dominican Republic,Brazil,7,524,531
2023,DOM,BGR,Dominican Republic,Bulgaria,0,5,5
2023,DOM,CAN,Dominican Republic,Canada,172,284,456
2023,DOM,CHL,Dominican Republic,Chile,0,84,84
2023,DOM,COL,Dominican Republic,Colombia,0,5,5
2023,DOM,CRI,Dominican Republic,Costa Rica,0,184,184
2023,DOM,CYP,Dominican Republic,Cyprus,0,5,5
2023,DOM,ECU,Dominican Republic,Ecuador,5,0,5
2023,DOM,FIN,Dominican Republic,Finland,5,0,5
2023,DOM,FRA,Dominican Republic,France,253,116,369
2023,DOM,GBR,Dominican Republic,United Kingdom of Great Britain and Northern Ireland,0,5,5
2023,DOM,DEU,Dominican Republic,Germany,6,10,16
2023,DOM,GRC,Dominican Republic,Greece,10,5,15
2023,DOM,GTM,Dominican Republic,Guatemala,0,5,5
2023,DOM,IRL,Dominican Republic,Ireland,0,5,5
2023,DOM,ISR,Dominican Republic,Israel,0,7,7
2023,DOM,ITA,Dominican Republic,Italy,15,93,108
2023,DOM,MEX,Dominican Republic,Mexico,45,1802,1847
2023,DOM,NLD,Dominican Republic,Netherlands (Kingdom of the),0,10,10
2023,DOM,PAN,Dominican Republic,Panama,5,0,5
2023,DOM,PRY,Dominican Republic,Paraguay,0,12,12
2023,DOM,PER,Dominican Republic,Peru,20,182,202
2023,DOM,PRT,Dominican Republic,Portugal,0,5,5
2023,DOM,ESP,Dominican Republic,Spain,28,110,138
2023,DOM,SUR,Dominican Republic,Suriname,0,5,5
2023,DOM,CHE,Dominican Republic,Switzerland,5,0,5
2023,DOM,TTO,Dominican Republic,Trinidad and Tobago,0,129,129
2023,DOM,URY,Dominican Republic,Uruguay,0,1037,1037
2023,DOM,USA,Dominican Republic,United States of America,294,5917,6211
2022,DOM,ARG,Dominican Republic,Argentina,11,499,510
2022,DOM,BEL,Dominican Republic,Belgium,0,5,5
2022,DOM,BRA,Dominican Republic,Brazil,9,1345,1354
2022,DOM,BGR,Dominican Republic,Bulgaria,0,5,5
2022,DOM,CAN,Dominican Republic,Canada,110,204,314
2022,DOM,CHL,Dominican Republic,Chile,0,95,95
2022,DOM,COL,Dominican Republic,Colombia,0,5,5
2022,DOM,CRI,Dominican Republic,Costa Rica,0,175,175
2022,DOM,ECU,Dominican Republic,Ecuador,5,5,10
2022,DOM,FIN,Dominican Republic,Finland,5,0,5
2022,DOM,FRA,Dominican Republic,France,202,105,307
2022,DOM,GBR,Dominican Republic,United Kingdom of Great Britain and Northern Ireland,0,5,5
2022,DOM,DEU,Dominican Republic,Germany,11,5,16
2022,DOM,GRC,Dominican Republic,Greece,10,0,10
2022,DOM,IRL,Dominican Republic,Ireland,0,5,5
2022,DOM,ITA,Dominican Republic,Italy,13,34,47
2022,DOM,MEX,Dominican Republic,Mexico,42,1486,1528
2022,DOM,PAN,Dominican Republic,Panama,5,0,5
2022,DOM,PRY,Dominican Republic,Paraguay,0,11,11
2022,DOM,PER,Dominican Republic,Peru,20,55,75
2022,DOM,PRT,Dominican Republic,Portugal,0,13,13
2022,DOM,ESP,Dominican Republic,Spain,25,90,115
2022,DOM,SUR,Dominican Republic,Suriname,0,10,10
2022,DOM,TTO,Dominican Republic,Trinidad and Tobago,0,108,108
2022,DOM,URY,Dominican Republic,Uruguay,0,694,694
2022,DOM,USA,Dominican Republic,United States of America,251,2037,2288
2019,GTM,ARG,Guatemala,Argentina,6,0,6
2019,GTM,AUT,Guatemala,Austria,6,0,6
2019,GTM,BEL,Guatemala,Belgium,34,12,46
2019,GTM,BRA,Guatemala,Brazil,0,21,21
2019,GTM,BLZ,Guatemala,Belize,0,422,422
2019,GTM,CAN,Guatemala,Canada,444,263,707
2019,GTM,CHL,Guatemala,Chile,0,5,5
2019,GTM,CRI,Guatemala,Costa Rica,24,35,59
2019,GTM,FIN,Guatemala,Finland,5,0,5
2019,GTM,FRA,Guatemala,France,15,0,15
2019,GTM,GBR,Guatemala,United Kingdom of Great Britain and Northern Ireland,9,11,20
2019,GTM,DEU,Guatemala,Germany,5,7,12
2019,GTM,IRL,Guatemala,Ireland,0,11,11
2019,GTM,ITA,Guatemala,Italy,17,17,34
2019,GTM,MEX,Guatemala,Mexico,1250,3631,4881
2019,GTM,NIC,Guatemala,Nicaragua,8,0,8
2019,GTM,NOR,Guatemala,Norway,7,0,7
2019,GTM,PAN,Guatemala,Panama,12,14,26
2019,GTM,ESP,Guatemala,Spain,23,655,678
2019,GTM,SWE,Guatemala,Sweden,10,13,23
2019,GTM,CHE,Guatemala,Switzerland,7,0,7
2019,GTM,URY,Guatemala,Uruguay,5,0,5
2019,GTM,USA,Guatemala,United States of America,20883,114404,135287
2020,GTM,ARG,Guatemala,Argentina,6,0,6
2020,GTM,AUT,Guatemala,Austria,6,0,6
2020,GTM,BEL,Guatemala,Belgium,39,40,79
2020,GTM,BRA,Guatemala,Brazil,0,22,22
2020,GTM,BLZ,Guatemala,Belize,0,434,434
2020,GTM,CAN,Guatemala,Canada,423,225,648
2020,GTM,CHL,Guatemala,Chile,0,5,5
2020,GTM,CRI,Guatemala,Costa Rica,25,36,61
2020,GTM,FIN,Guatemala,Finland,5,0,5
2020,GTM,FRA,Guatemala,France,19,0,19
2020,GTM,GBR,Guatemala,United Kingdom of Great Britain and Northern Ireland,9,17,26
2020,GTM,DEU,Guatemala,Germany,5,10,15
2020,GTM,GTM,Guatemala,Guatemala,0,0,0
2020,GTM,IRL,Guatemala,Ireland,5,15,20
2020,GTM,ITA,Guatemala,Italy,0,21,21
2020,GTM,MEX,Guatemala,Mexico,1933,5118,7051
2020,GTM,NIC,Guatemala,Nicaragua,7,0,7
2020,GTM,PAN,Guatemala,Panama,12,9,21
2020,GTM,SLV,Guatemala,El Salvador,0,5,5
2020,GTM,ESP,Guatemala,Spain,77,620,697
2020,GTM,SWE,Guatemala,Sweden,10,7,17
