Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2022,Croatia,Cuba,HRV,CUB,0,67,0,0,0,0,5
2022,Hungary,Cuba,HUN,CUB,74,0,0,0,0,0,0
2022,Ireland,Cuba,IRL,CUB,6,0,0,0,0,0,0
2022,Italy,Cuba,ITA,CUB,70,245,0,0,0,0,0
2022,Lithuania,Cuba,LTU,CUB,5,5,0,0,0,0,0
2022,"North Macedonia",Cuba,MKD,CUB,0,5,0,0,0,0,0
2022,"Rep. of Moldova",Cuba,MDA,CUB,14,8,0,0,0,0,0
2022,Mexico,Cuba,MEX,CUB,4693,22396,0,0,0,0,71734
2022,Montenegro,Cuba,MNE,CUB,5,34,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Cuba,NLD,CUB,88,17,0,0,0,0,0
2022,Nicaragua,Cuba,NIC,CUB,14,0,0,0,0,0,6
2022,Norway,Cuba,NOR,CUB,0,5,0,0,0,0,0
2022,Panama,Cuba,PAN,CUB,120,1274,0,0,0,0,0
2022,Paraguay,Cuba,PRY,CUB,951,280,0,0,0,0,0
2022,Peru,Cuba,PER,CUB,546,3009,0,0,0,0,0
2022,Poland,Cuba,POL,CUB,19,11,0,0,0,0,0
2022,Portugal,Cuba,PRT,CUB,5,0,0,0,0,0,0
2022,Romania,Cuba,ROU,CUB,6,0,0,0,0,0,0
2022,"Russian Federation",Cuba,RUS,CUB,0,5,0,0,0,0,0
2022,"El Salvador",Cuba,SLV,CUB,0,5,0,0,0,0,0
2022,Spain,Cuba,ESP,CUB,1328,3400,0,0,0,0,0
2022,"Serbia and Kosovo: S/RES/1244 (1999)",Cuba,SRB,CUB,8,7,0,0,0,0,0
2022,Suriname,Cuba,SUR,CUB,12,2084,0,0,0,0,0
2022,Slovakia,Cuba,SVK,CUB,32,0,0,0,0,0,0
2022,Slovenia,Cuba,SVN,CUB,0,43,0,0,0,0,0
2022,Sweden,Cuba,SWE,CUB,24,22,0,0,0,0,0
2022,Switzerland,Cuba,CHE,CUB,48,46,0,0,0,0,0
2022,"Trinidad and Tobago",Cuba,TTO,CUB,163,1330,0,0,0,0,0
2022,Uruguay,Cuba,URY,CUB,35,12105,0,0,0,0,0
2022,"United States of America",Cuba,USA,CUB,2968,168748,0,0,0,0,0
2019,Argentina,"Dominican Rep.",ARG,DOM,0,568,0,0,0,0,0
2019,Brazil,"Dominican Rep.",BRA,DOM,5,1269,0,0,0,0,0
2019,Canada,"Dominican Rep.",CAN,DOM,113,165,0,0,0,0,0
2019,Chile,"Dominican Rep.",CHL,DOM,0,121,0,0,0,0,0
2019,"Costa Rica","Dominican Rep.",CRI,DOM,0,64,0,0,0,0,0
2019,Ecuador,"Dominican Rep.",ECU,DOM,5,8,0,0,0,0,0
2019,Finland,"Dominican Rep.",FIN,DOM,5,0,0,0,0,0,0
2019,France,"Dominican Rep.",FRA,DOM,76,84,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland","Dominican Rep.",GBR,DOM,0,13,0,0,0,0,0
2019,Germany,"Dominican Rep.",DEU,DOM,9,10,0,0,0,0,0
2019,Greece,"Dominican Rep.",GRC,DOM,9,16,0,0,0,0,0
2019,Ireland,"Dominican Rep.",IRL,DOM,0,5,0,0,0,0,0
2019,Italy,"Dominican Rep.",ITA,DOM,29,20,0,0,0,0,0
2019,Mexico,"Dominican Rep.",MEX,DOM,12,39,0,0,0,0,0
2019,"Netherlands (Kingdom of the)","Dominican Rep.",NLD,DOM,0,6,0,0,0,0,0
2019,Panama,"Dominican Rep.",PAN,DOM,5,5,0,0,0,0,0
2019,Peru,"Dominican Rep.",PER,DOM,19,41,0,0,0,0,0
2019,Spain,"Dominican Rep.",ESP,DOM,8,220,0,0,0,0,0
2019,Suriname,"Dominican Rep.",SUR,DOM,0,14,0,0,0,0,0
2019,Switzerland,"Dominican Rep.",CHE,DOM,5,0,0,0,0,0,0
2019,"Trinidad and Tobago","Dominican Rep.",TTO,DOM,0,130,0,0,0,0,0
2019,Uruguay,"Dominican Rep.",URY,DOM,0,194,0,0,0,0,0
2019,"United States of America","Dominican Rep.",USA,DOM,246,1046,0,0,0,0,0
2020,Argentina,"Dominican Rep.",ARG,DOM,5,578,0,0,0,0,0
2020,Belgium,"Dominican Rep.",BEL,DOM,0,5,0,0,0,0,0
2020,Brazil,"Dominican Rep.",BRA,DOM,6,1295,0,0,0,0,0
2020,Canada,"Dominican Rep.",CAN,DOM,107,156,0,0,0,0,0
2020,Chile,"Dominican Rep.",CHL,DOM,0,116,0,0,0,0,0
2020,"Costa Rica","Dominican Rep.",CRI,DOM,0,71,0,0,0,0,0
2020,Ecuador,"Dominican Rep.",ECU,DOM,5,43,0,0,0,0,0
2020,Finland,"Dominican Rep.",FIN,DOM,5,0,0,0,0,0,0
2020,France,"Dominican Rep.",FRA,DOM,95,85,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland","Dominican Rep.",GBR,DOM,0,5,0,0,0,0,0
2020,Germany,"Dominican Rep.",DEU,DOM,10,8,0,0,0,0,0
2020,Greece,"Dominican Rep.",GRC,DOM,9,12,0,0,0,0,0
2020,Italy,"Dominican Rep.",ITA,DOM,0,19,0,0,0,0,0
2020,Mexico,"Dominican Rep.",MEX,DOM,18,55,0,0,0,0,0
2020,Panama,"Dominican Rep.",PAN,DOM,5,0,0,0,0,0,0
2020,Peru,"Dominican Rep.",PER,DOM,19,56,0,0,0,0,0
2020,Spain,"Dominican Rep.",ESP,DOM,11,200,0,0,0,0,0
2020,Suriname,"Dominican Rep.",SUR,DOM,0,8,0,0,0,0,0
2020,"Trinidad and Tobago","Dominican Rep.",TTO,DOM,0,136,0,0,0,0,0
2020,Uruguay,"Dominican Rep.",URY,DOM,0,255,0,0,0,0,0
2020,"United States of America","Dominican Rep.",USA,DOM,255,1141,0,0,0,0,0
2021,Argentina,"Dominican Rep.",ARG,DOM,9,568,0,0,0,0,0
2021,Brazil,"Dominican Rep.",BRA,DOM,6,1293,0,0,0,0,0
2021,Canada,"Dominican Rep.",CAN,DOM,129,169,0,0,0,0,0
2021,Chile,"Dominican Rep.",CHL,DOM,0,128,0,0,0,0,0
2021,"Costa Rica","Dominican Rep.",CRI,DOM,0,105,0,0,0,0,0
2021,Ecuador,"Dominican Rep.",ECU,DOM,5,0,0,0,0,0,0
2021,Finland,"Dominican Rep.",FIN,DOM,5,0,0,0,0,0,0
2021,France,"Dominican Rep.",FRA,DOM,136,36,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland","Dominican Rep.",GBR,DOM,0,5,0,0,0,0,0
2021,Germany,"Dominican Rep.",DEU,DOM,8,5,0,0,0,0,0
2021,Greece,"Dominican Rep.",GRC,DOM,10,5,0,0,0,0,0
2021,Italy,"Dominican Rep.",ITA,DOM,12,12,0,0,0,0,0
2021,Mexico,"Dominican Rep.",MEX,DOM,32,197,0,0,0,0,0
2021,Panama,"Dominican Rep.",PAN,DOM,5,0,0,0,0,0,0
2021,Paraguay,"Dominican Rep.",PRY,DOM,0,10,0,0,0,0,0
2021,Peru,"Dominican Rep.",PER,DOM,20,55,0,0,0,0,0
2021,Spain,"Dominican Rep.",ESP,DOM,11,230,0,0,0,0,0
2021,Suriname,"Dominican Rep.",SUR,DOM,0,9,0,0,0,0,0
2021,"Trinidad and Tobago","Dominican Rep.",TTO,DOM,0,139,0,0,0,0,0
2021,Uruguay,"Dominican Rep.",URY,DOM,0,317,0,0,0,0,0
2021,"United States of America","Dominican Rep.",USA,DOM,247,1359,0,0,0,0,0
2024,Argentina,"Dominican Rep.",ARG,DOM,16,41,0,0,0,0,0
2024,Australia,"Dominican Rep.",AUS,DOM,0,5,0,0,0,0,0
2024,Belgium,"Dominican Rep.",BEL,DOM,0,6,0,0,0,0,0
2024,Brazil,"Dominican Rep.",BRA,DOM,10,645,0,0,0,0,0
2024,Canada,"Dominican Rep.",CAN,DOM,310,438,0,0,0,0,0
2024,Chile,"Dominican Rep.",CHL,DOM,0,78,0,0,0,0,0
2024,"Costa Rica","Dominican Rep.",CRI,DOM,5,189,0,0,0,0,0
2024,Cyprus,"Dominican Rep.",CYP,DOM,0,5,0,0,0,0,0
2024,France,"Dominican Rep.",FRA,DOM,295,56,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland","Dominican Rep.",GBR,DOM,0,9,0,0,0,0,0
2024,Germany,"Dominican Rep.",DEU,DOM,6,11,0,0,0,0,0
2024,Israel,"Dominican Rep.",ISR,DOM,0,42,0,0,0,0,0
2024,Italy,"Dominican Rep.",ITA,DOM,11,172,0,0,0,0,0
2024,Mexico,"Dominican Rep.",MEX,DOM,65,1888,0,0,0,0,0
2024,"Netherlands (Kingdom of the)","Dominican Rep.",NLD,DOM,5,0,0,0,0,0,0
2024,Panama,"Dominican Rep.",PAN,DOM,5,5,0,0,0,0,0
2024,Peru,"Dominican Rep.",PER,DOM,20,207,0,0,0,0,0
2024,Portugal,"Dominican Rep.",PRT,DOM,0,5,0,0,0,0,0
2024,Spain,"Dominican Rep.",ESP,DOM,20,130,0,0,0,0,0
2024,Suriname,"Dominican Rep.",SUR,DOM,0,5,0,0,0,0,0
2024,Switzerland,"Dominican Rep.",CHE,DOM,5,0,0,0,0,0,0
2024,"Trinidad and Tobago","Dominican Rep.",TTO,DOM,0,65,0,0,0,0,0
2024,Uruguay,"Dominican Rep.",URY,DOM,0,1407,0,0,0,0,0
2024,"United States of America","Dominican Rep.",USA,DOM,307,10412,0,0,0,0,0
2023,Argentina,"Dominican Rep.",ARG,DOM,16,240,0,0,0,0,0
2023,Australia,"Dominican Rep.",AUS,DOM,0,5,0,0,0,0,0
2023,Brazil,"Dominican Rep.",BRA,DOM,7,524,0,0,0,0,0
2023,Bulgaria,"Dominican Rep.",BGR,DOM,0,5,0,0,0,0,0
2023,Canada,"Dominican Rep.",CAN,DOM,172,284,0,0,0,0,0
2023,Chile,"Dominican Rep.",CHL,DOM,0,84,0,0,0,0,0
2023,Colombia,"Dominican Rep.",COL,DOM,0,5,0,0,0,0,0
2023,"Costa Rica","Dominican Rep.",CRI,DOM,0,184,0,0,0,0,0
2023,Cyprus,"Dominican Rep.",CYP,DOM,0,5,0,0,0,0,0
2023,Ecuador,"Dominican Rep.",ECU,DOM,5,0,0,0,0,0,0
2023,Finland,"Dominican Rep.",FIN,DOM,5,0,0,0,0,0,0
2023,France,"Dominican Rep.",FRA,DOM,253,116,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland","Dominican Rep.",GBR,DOM,0,5,0,0,0,0,0
2023,Germany,"Dominican Rep.",DEU,DOM,6,10,0,0,0,0,0
2023,Greece,"Dominican Rep.",GRC,DOM,10,5,0,0,0,0,0
2023,Guatemala,"Dominican Rep.",GTM,DOM,0,5,0,0,0,0,0
2023,Ireland,"Dominican Rep.",IRL,DOM,0,5,0,0,0,0,0
2023,Israel,"Dominican Rep.",ISR,DOM,0,7,0,0,0,0,0
2023,Italy,"Dominican Rep.",ITA,DOM,15,93,0,0,0,0,0
2023,Mexico,"Dominican Rep.",MEX,DOM,45,1802,0,0,0,0,0
2023,"Netherlands (Kingdom of the)","Dominican Rep.",NLD,DOM,0,10,0,0,0,0,0
2023,Panama,"Dominican Rep.",PAN,DOM,5,0,0,0,0,0,0
2023,Paraguay,"Dominican Rep.",PRY,DOM,0,12,0,0,0,0,0
2023,Peru,"Dominican Rep.",PER,DOM,20,182,0,0,0,0,0
2023,Portugal,"Dominican Rep.",PRT,DOM,0,5,0,0,0,0,0
2023,Spain,"Dominican Rep.",ESP,DOM,28,110,0,0,0,0,0
2023,Suriname,"Dominican Rep.",SUR,DOM,0,5,0,0,0,0,0
2023,Switzerland,"Dominican Rep.",CHE,DOM,5,0,0,0,0,0,0
2023,"Trinidad and Tobago","Dominican Rep.",TTO,DOM,0,129,0,0,0,0,0
2023,Uruguay,"Dominican Rep.",URY,DOM,0,1037,0,0,0,0,0
2023,"United States of America","Dominican Rep.",USA,DOM,294,5917,0,0,0,0,0
2022,Argentina,"Dominican Rep.",ARG,DOM,11,499,0,0,0,0,0
2022,Belgium,"Dominican Rep.",BEL,DOM,0,5,0,0,0,0,0
2022,Brazil,"Dominican Rep.",BRA,DOM,9,1345,0,0,0,0,0
2022,Bulgaria,"Dominican Rep.",BGR,DOM,0,5,0,0,0,0,0
2022,Canada,"Dominican Rep.",CAN,DOM,110,204,0,0,0,0,0
2022,Chile,"Dominican Rep.",CHL,DOM,0,95,0,0,0,0,0
2022,Colombia,"Dominican Rep.",COL,DOM,0,5,0,0,0,0,0
2022,"Costa Rica","Dominican Rep.",CRI,DOM,0,175,0,0,0,0,0
2022,Ecuador,"Dominican Rep.",ECU,DOM,5,5,0,0,0,0,0
2022,Finland,"Dominican Rep.",FIN,DOM,5,0,0,0,0,0,0
2022,France,"Dominican Rep.",FRA,DOM,202,105,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland","Dominican Rep.",GBR,DOM,0,5,0,0,0,0,0
2022,Germany,"Dominican Rep.",DEU,DOM,11,5,0,0,0,0,0
2022,Greece,"Dominican Rep.",GRC,DOM,10,0,0,0,0,0,0
2022,Ireland,"Dominican Rep.",IRL,DOM,0,5,0,0,0,0,0
2022,Italy,"Dominican Rep.",ITA,DOM,13,34,0,0,0,0,0
2022,Mexico,"Dominican Rep.",MEX,DOM,42,1486,0,0,0,0,0
2022,Panama,"Dominican Rep.",PAN,DOM,5,0,0,0,0,0,0
2022,Paraguay,"Dominican Rep.",PRY,DOM,0,11,0,0,0,0,0
2022,Peru,"Dominican Rep.",PER,DOM,20,55,0,0,0,0,0
2022,Portugal,"Dominican Rep.",PRT,DOM,0,13,0,0,0,0,0
2022,Spain,"Dominican Rep.",ESP,DOM,25,90,0,0,0,0,0
2022,Suriname,"Dominican Rep.",SUR,DOM,0,10,0,0,0,0,0
2022,"Trinidad and Tobago","Dominican Rep.",TTO,DOM,0,108,0,0,0,0,0
2022,Uruguay,"Dominican Rep.",URY,DOM,0,694,0,0,0,0,0
2022,"United States of America","Dominican Rep.",USA,DOM,251,2037,0,0,0,0,0
2019,Argentina,Guatemala,ARG,GTM,6,0,0,0,0,0,0
2019,Austria,Guatemala,AUT,GTM,6,0,0,0,0,0,0
2019,Belgium,Guatemala,BEL,GTM,34,12,0,0,0,0,0
2019,Brazil,Guatemala,BRA,GTM,0,21,0,0,0,0,0
2019,Belize,Guatemala,BLZ,GTM,0,422,0,0,0,0,0
2019,Canada,Guatemala,CAN,GTM,444,263,0,0,0,0,0
2019,Chile,Guatemala,CHL,GTM,0,5,0,0,0,0,0
2019,"Costa Rica",Guatemala,CRI,GTM,24,35,0,0,0,0,35
2019,Finland,Guatemala,FIN,GTM,5,0,0,0,0,0,0
2019,France,Guatemala,FRA,GTM,15,0,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Guatemala,GBR,GTM,9,11,0,0,0,0,0
2019,Germany,Guatemala,DEU,GTM,5,7,0,0,0,0,0
2019,Ireland,Guatemala,IRL,GTM,0,11,0,0,0,0,0
2019,Italy,Guatemala,ITA,GTM,17,17,0,0,0,0,0
2019,Mexico,Guatemala,MEX,GTM,1250,3631,0,0,0,0,47796
2019,Nicaragua,Guatemala,NIC,GTM,8,0,0,0,0,0,5
2019,Norway,Guatemala,NOR,GTM,7,0,0,0,0,0,0
2019,Panama,Guatemala,PAN,GTM,12,14,0,0,0,0,0
2019,Spain,Guatemala,ESP,GTM,23,655,0,0,0,0,0
2019,Sweden,Guatemala,SWE,GTM,10,13,0,0,0,0,0
2019,Switzerland,Guatemala,CHE,GTM,7,0,0,0,0,0,0
2019,Uruguay,Guatemala,URY,GTM,5,0,0,0,0,0,0
2019,"United States of America",Guatemala,USA,GTM,20883,114404,0,0,0,0,0
2020,Argentina,Guatemala,ARG,GTM,6,0,0,0,0,0,0
2020,Austria,Guatemala,AUT,GTM,6,0,0,0,0,0,0
2020,Belgium,Guatemala,BEL,GTM,39,40,0,0,0,0,0
2020,Brazil,Guatemala,BRA,GTM,0,22,0,0,0,0,0
2020,Belize,Guatemala,BLZ,GTM,0,434,0,0,0,0,0
2020,Canada,Guatemala,CAN,GTM,423,225,0,0,0,0,0
2020,Chile,Guatemala,CHL,GTM,0,5,0,0,0,0,0
2020,"Costa Rica",Guatemala,CRI,GTM,25,36,0,0,0,0,0
2020,Finland,Guatemala,FIN,GTM,5,0,0,0,0,0,0
2020,France,Guatemala,FRA,GTM,19,0,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Guatemala,GBR,GTM,9,17,0,0,0,0,0
2020,Germany,Guatemala,DEU,GTM,5,10,0,0,0,0,0
2020,Guatemala,Guatemala,GTM,GTM,0,0,0,0,0,0,10859
2020,Ireland,Guatemala,IRL,GTM,5,15,0,0,0,0,0
2020,Italy,Guatemala,ITA,GTM,0,21,0,0,0,0,0
2020,Mexico,Guatemala,MEX,GTM,1933,5118,0,0,0,0,16400
2020,Nicaragua,Guatemala,NIC,GTM,7,0,0,0,0,0,5
2020,Panama,Guatemala,PAN,GTM,12,9,0,0,0,0,0
2020,"El Salvador",Guatemala,SLV,GTM,0,5,0,0,0,0,0
2020,Spain,Guatemala,ESP,GTM,77,620,0,0,0,0,0
2020,Sweden,Guatemala,SWE,GTM,10,7,0,0,0,0,0
2020,Switzerland,Guatemala,CHE,GTM,7,0,0,0,0,0,0
2020,Uruguay,Guatemala,URY,GTM,5,0,0,0,0,0,0
2020,"United States of America",Guatemala,USA,GTM,21951,139527,0,0,0,0,0
2021,Argentina,Guatemala,ARG,GTM,8,0,0,0,0,0,0
2021,Austria,Guatemala,AUT,GTM,6,0,0,0,0,0,0
2021,Belgium,Guatemala,BEL,GTM,39,35,0,0,0,0,0
2021,Brazil,Guatemala,BRA,GTM,0,24,0,0,0,0,0
2021,Belize,Guatemala,BLZ,GTM,0,416,0,0,0,0,0
2021,Canada,Guatemala,CAN,GTM,358,237,0,0,0,0,0
2021,Chile,Guatemala,CHL,GTM,0,5,0,0,0,0,0
2021,"Costa Rica",Guatemala,CRI,GTM,25,108,0,0,0,0,0
2021,Finland,Guatemala,FIN,GTM,5,0,0,0,0,0,0
2021,France,Guatemala,FRA,GTM,21,5,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Guatemala,GBR,GTM,9,26,0,0,0,0,0
2021,Germany,Guatemala,DEU,GTM,5,9,0,0,0,0,0
2021,Guatemala,Guatemala,GTM,GTM,0,0,0,0,0,406161,101268
2021,Ireland,Guatemala,IRL,GTM,5,10,0,0,0,0,0
2021,Italy,Guatemala,ITA,GTM,12,9,0,0,0,0,0
2021,Mexico,Guatemala,MEX,GTM,3113,6123,0,0,0,0,48181
2021,"Netherlands (Kingdom of the)",Guatemala,NLD,GTM,0,5,0,0,0,0,0
2021,Nicaragua,Guatemala,NIC,GTM,7,0,0,0,0,0,6
2021,Panama,Guatemala,PAN,GTM,12,8,0,0,0,0,0
2021,Paraguay,Guatemala,PRY,GTM,0,6,0,0,0,0,0
2021,"El Salvador",Guatemala,SLV,GTM,0,8,0,0,0,0,0
2021,Spain,Guatemala,ESP,GTM,99,610,0,0,0,0,0
2021,Sweden,Guatemala,SWE,GTM,11,0,0,0,0,0,0
2021,Switzerland,Guatemala,CHE,GTM,7,0,0,0,0,0,0
2021,Uruguay,Guatemala,URY,GTM,5,0,0,0,0,0,0
2021,"United States of America",Guatemala,USA,GTM,23180,152784,0,0,0,0,0
2024,Argentina,Guatemala,ARG,GTM,9,0,0,0,0,0,0
2024,Austria,Guatemala,AUT,GTM,5,5,0,0,0,0,0
2024,Belgium,Guatemala,BEL,GTM,43,103,0,0,0,0,0
2024,Brazil,Guatemala,BRA,GTM,5,21,0,0,0,0,0
2024,Belize,Guatemala,BLZ,GTM,19,418,0,0,0,0,0
2024,Canada,Guatemala,CAN,GTM,555,464,0,0,0,0,0
2024,Chile,Guatemala,CHL,GTM,0,5,0,0,0,0,0
2024,"Costa Rica",Guatemala,CRI,GTM,49,169,0,0,0,0,0
2024,France,Guatemala,FRA,GTM,34,0,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Guatemala,GBR,GTM,44,116,0,0,0,0,0
2024,Germany,Guatemala,DEU,GTM,10,11,0,0,0,0,0
2024,Guatemala,Guatemala,GTM,GTM,0,0,0,0,0,72921,23630
2024,Honduras,Guatemala,HND,GTM,0,5,0,0,0,0,0
2024,Ireland,Guatemala,IRL,GTM,29,58,0,0,0,0,0
2024,Italy,Guatemala,ITA,GTM,50,95,0,0,0,0,0
2024,Mexico,Guatemala,MEX,GTM,6652,9247,0,0,0,0,15737
2024,"Netherlands (Kingdom of the)",Guatemala,NLD,GTM,12,0,0,0,0,0,0
2024,Norway,Guatemala,NOR,GTM,0,5,0,0,0,0,0
2024,Panama,Guatemala,PAN,GTM,10,11,0,0,0,0,0
2024,Peru,Guatemala,PER,GTM,5,17,0,0,0,0,0
2024,"El Salvador",Guatemala,SLV,GTM,8,10,0,0,0,0,0
2024,Spain,Guatemala,ESP,GTM,307,540,0,0,0,0,0
2024,Sweden,Guatemala,SWE,GTM,15,0,0,0,0,0,0
2024,Switzerland,Guatemala,CHE,GTM,5,0,0,0,0,0,0
2024,Uruguay,Guatemala,URY,GTM,5,5,0,0,0,0,0
2024,"United States of America",Guatemala,USA,GTM,28452,184014,0,0,0,0,0
2023,Argentina,Guatemala,ARG,GTM,9,0,0,0,0,0,0
2023,Austria,Guatemala,AUT,GTM,5,0,0,0,0,0,0
2023,Belgium,Guatemala,BEL,GTM,43,108,0,0,0,0,0
2023,Brazil,Guatemala,BRA,GTM,5,22,0,0,0,0,0
2023,Belize,Guatemala,BLZ,GTM,6,409,0,0,0,0,0
2023,Canada,Guatemala,CAN,GTM,287,349,0,0,0,0,0
2023,Chile,Guatemala,CHL,GTM,0,5,0,0,0,0,0
2023,Colombia,Guatemala,COL,GTM,0,5,0,0,0,0,0
2023,"Costa Rica",Guatemala,CRI,GTM,24,153,0,0,0,0,0
2023,France,Guatemala,FRA,GTM,31,0,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Guatemala,GBR,GTM,29,80,0,0,0,0,0
2023,Germany,Guatemala,DEU,GTM,8,13,0,0,0,0,0
2023,Guatemala,Guatemala,GTM,GTM,0,0,0,0,0,406161,106212
2023,Ireland,Guatemala,IRL,GTM,19,42,0,0,0,0,0
2023,Italy,Guatemala,ITA,GTM,45,38,0,0,0,0,0
2023,Mexico,Guatemala,MEX,GTM,5386,9352,0,0,0,0,15647
2023,"Netherlands (Kingdom of the)",Guatemala,NLD,GTM,12,0,0,0,0,0,0
2023,Nicaragua,Guatemala,NIC,GTM,7,0,0,0,0,0,6
2023,Norway,Guatemala,NOR,GTM,0,5,0,0,0,0,0
2023,Panama,Guatemala,PAN,GTM,12,6,0,0,0,0,0
2023,Paraguay,Guatemala,PRY,GTM,0,5,0,0,0,0,0
2023,Peru,Guatemala,PER,GTM,5,11,0,0,0,0,0
2023,"El Salvador",Guatemala,SLV,GTM,6,11,0,0,0,0,0
2023,Spain,Guatemala,ESP,GTM,234,630,0,0,0,0,0
2023,Sweden,Guatemala,SWE,GTM,5,5,0,0,0,0,0
2023,Switzerland,Guatemala,CHE,GTM,6,6,0,0,0,0,0
2023,Uruguay,Guatemala,URY,GTM,5,5,0,0,0,0,0
2023,"United States of America",Guatemala,USA,GTM,27821,164775,0,0,0,0,0
2022,Argentina,Guatemala,ARG,GTM,8,0,0,0,0,0,0
2022,Austria,Guatemala,AUT,GTM,6,0,0,0,0,0,0
2022,Belgium,Guatemala,BEL,GTM,38,95,0,0,0,0,0
2022,Brazil,Guatemala,BRA,GTM,5,25,0,0,0,0,0
2022,Belize,Guatemala,BLZ,GTM,0,410,0,0,0,0,0
2022,Canada,Guatemala,CAN,GTM,230,292,0,0,0,0,0
2022,Chile,Guatemala,CHL,GTM,0,5,0,0,0,0,0
2022,"Costa Rica",Guatemala,CRI,GTM,24,141,0,0,0,0,8
2022,France,Guatemala,FRA,GTM,25,5,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Guatemala,GBR,GTM,9,57,0,0,0,0,0
2022,Germany,Guatemala,DEU,GTM,5,12,0,0,0,0,0
2022,Guatemala,Guatemala,GTM,GTM,0,0,0,0,0,406161,97089
2022,Iceland,Guatemala,ISL,GTM,0,5,0,0,0,0,0
2022,Ireland,Guatemala,IRL,GTM,11,20,0,0,0,0,0
2022,Italy,Guatemala,ITA,GTM,16,20,0,0,0,0,0
2022,Mexico,Guatemala,MEX,GTM,4127,8184,0,0,0,0,36460
2022,"Netherlands (Kingdom of the)",Guatemala,NLD,GTM,5,0,0,0,0,0,0
2022,Nicaragua,Guatemala,NIC,GTM,7,0,0,0,0,0,6
2022,Panama,Guatemala,PAN,GTM,12,6,0,0,0,0,0
2022,Paraguay,Guatemala,PRY,GTM,0,6,0,0,0,0,0
2022,Peru,Guatemala,PER,GTM,5,0,0,0,0,0,0
2022,"El Salvador",Guatemala,SLV,GTM,6,5,0,0,0,0,0
2022,Spain,Guatemala,ESP,GTM,150,490,0,0,0,0,0
2022,Sweden,Guatemala,SWE,GTM,6,5,0,0,0,0,0
2022,Switzerland,Guatemala,CHE,GTM,7,5,0,0,0,0,0
2022,Uruguay,Guatemala,URY,GTM,5,0,0,0,0,0,0
2022,"United States of America",Guatemala,USA,GTM,25552,157113,0,0,0,0,0
2019,Brazil,Guyana,BRA,GUY,5,137,0,0,0,0,0
2019,Canada,Guyana,CAN,GUY,126,68,0,0,0,0,0
2019,France,Guyana,FRA,GUY,19,0,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Guyana,GBR,GUY,20,9,0,0,0,0,0
2019,Ireland,Guyana,IRL,GUY,0,5,0,0,0,0,0
2019,Mexico,Guyana,MEX,GUY,0,5,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Guyana,NLD,GUY,0,5,0,0,0,0,0
2019,"Trinidad and Tobago",Guyana,TTO,GUY,0,53,0,0,0,0,0
2019,"United States of America",Guyana,USA,GUY,114,394,0,0,0,0,0
2020,Belgium,Guyana,BEL,GUY,5,0,0,0,0,0,0
2020,Brazil,Guyana,BRA,GUY,5,149,0,0,0,0,0
2020,Canada,Guyana,CAN,GUY,93,52,0,0,0,0,0
2020,France,Guyana,FRA,GUY,19,0,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Guyana,GBR,GUY,20,9,0,0,0,0,0
2020,Mexico,Guyana,MEX,GUY,0,5,0,0,0,0,0
2020,"Trinidad and Tobago",Guyana,TTO,GUY,19,56,0,0,0,0,0
2020,"United States of America",Guyana,USA,GUY,106,437,0,0,0,0,0
2021,Barbados,Guyana,BRB,GUY,0,5,0,0,0,0,0
2021,Belgium,Guyana,BEL,GUY,5,0,0,0,0,0,0
2021,Brazil,Guyana,BRA,GUY,5,158,0,0,0,0,0
2021,Canada,Guyana,CAN,GUY,90,60,0,0,0,0,0
2021,"Costa Rica",Guyana,CRI,GUY,0,9,0,0,0,0,0
2021,France,Guyana,FRA,GUY,29,0,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Guyana,GBR,GUY,20,6,0,0,0,0,0
2021,Guyana,Guyana,GUY,GUY,0,0,0,0,0,5892,0
2021,Mexico,Guyana,MEX,GUY,0,23,0,0,0,0,0
2021,"Netherlands (Kingdom of the)",Guyana,NLD,GUY,5,0,0,0,0,0,0
2021,Suriname,Guyana,SUR,GUY,0,5,0,0,0,0,0
2021,"Trinidad and Tobago",Guyana,TTO,GUY,21,64,0,0,0,0,0
